,/amdcpu/0/load/2,/amdcpu/0/load/3,/amdcpu/0/load/4,/amdcpu/0/load/5,/amdcpu/0/load/6,/amdcpu/0/load/7,/amdcpu/0/load/8,/amdcpu/0/load/9,/amdcpu/0/load/10,/amdcpu/0/load/11,/amdcpu/0/load/12,/amdcpu/0/load/13,/amdcpu/0/load/0,/amdcpu/0/load/1,/amdcpu/0/power/0,/amdcpu/0/clock/1,/amdcpu/0/clock/2,/amdcpu/0/clock/3,/amdcpu/0/clock/4,/amdcpu/0/factor/0,/amdcpu/0/power/1,/amdcpu/0/voltage/2,/amdcpu/0/clock/5,/amdcpu/0/clock/6,/amdcpu/0/factor/1,/amdcpu/0/power/2,/amdcpu/0/voltage/3,/amdcpu/0/clock/7,/amdcpu/0/clock/8,/amdcpu/0/factor/2,/amdcpu/0/power/3,/amdcpu/0/voltage/4,/amdcpu/0/clock/9,/amdcpu/0/clock/10,/amdcpu/0/factor/3,/amdcpu/0/power/4,/amdcpu/0/voltage/5,/amdcpu/0/clock/11,/amdcpu/0/clock/12,/amdcpu/0/factor/4,/amdcpu/0/power/5,/amdcpu/0/voltage/6,/amdcpu/0/clock/13,/amdcpu/0/clock/14,/amdcpu/0/factor/5,/amdcpu/0/power/6,/amdcpu/0/voltage/7,/amdcpu/0/temperature/2,/amdcpu/0/voltage/0,/amdcpu/0/voltage/1,/amdcpu/0/clock/0
Time,"CPU Core #1","CPU Core #2","CPU Core #3","CPU Core #4","CPU Core #5","CPU Core #6","CPU Core #7","CPU Core #8","CPU Core #9","CPU Core #10","CPU Core #11","CPU Core #12","CPU Total","CPU Core Max","Package","Cores (Average)","Cores (Average Effective)","Core #1","Core #1 (Effective)","Core #1","Core #1 (SMU)","Core #1 VID","Core #2","Core #2 (Effective)","Core #2","Core #2 (SMU)","Core #2 VID","Core #3","Core #3 (Effective)","Core #3","Core #3 (SMU)","Core #3 VID","Core #4","Core #4 (Effective)","Core #4","Core #4 (SMU)","Core #4 VID","Core #5","Core #5 (Effective)","Core #5","Core #5 (SMU)","Core #5 VID","Core #6","Core #6 (Effective)","Core #6","Core #6 (SMU)","Core #6 VID","Core (Tctl/Tdie)","Core (SVI2 TFN)","SoC (SVI2 TFN)","Bus Speed"
09/07/2026 14:42:19,15.62,4.69,12.5,40.62,21.88,28.12,21.88,31.25,15.62,12.5,48.44,21.88,22.92,48.44,16.9979343,2545,736,1797,233.5,18,0.6735164,1.3375,1797,640.5,18,2.06891036,1.3375,4042,1025.5,40.5,2.87931752,1.3375,1797,760.5,18,2.15269065,1.34375,1797,613,18,1.75099611,1.34375,4042,1141.5,40.5,3.234049,1.34375,81,1.55,1.55,99.80922
09/07/2026 14:42:21,4.76,3.17,22.22,14.29,0,6.25,11.11,14.29,4.76,19.05,15.62,1.59,9.76,22.22,11.920537,2318,412,1397,151,14,0.474600971,1.325,1397,782,14,2.71916461,1.325,1235,118,12.375,0.356667668,1.325,1797,526.5,18,1.84273,1.325,4042,406,40.5,1.36493587,1.325,4042,485.5,40.5,1.54437315,1.325,80.25,1.55,1.55,99.80917
09/07/2026 14:42:23,7.81,3.12,17.19,48.44,7.81,12.5,7.81,14.06,16.42,11.76,3.03,3.08,12.75,48.44,12.9536543,2587,507,4042,235,40.5,0.604697764,1.3625,2096,1321,21,4.436832,1.36875,1797,320.5,18,0.9374108,1.36875,4017,420,40.25,1.266196,1.36875,1785,531.5,17.88889,1.75741792,1.36875,1785,213.5,17.88889,0.5861732,1.36875,79.25,1.55,1.55,99.80917
09/07/2026 14:42:25,4.69,6.15,12.5,35.48,6.25,10.94,4.69,1.59,4.62,14.29,3.08,31.25,11.29,35.48,13.0602083,2545,528,4042,288.5,40.5,0.685349464,1.31875,1797,1017,18,3.15546346,1.31875,1797,384,18,1.05600631,1.31875,1797,204,18,0.416830242,1.33125,1797,432,18,1.28714132,1.33125,4042,841.5,40.5,2.74820161,1.325,78.62501,1.55,1.55,99.8092
09/07/2026 14:42:27,7.81,6.15,4.69,15.15,10.94,0,15.62,7.81,4.69,20.31,34.85,14.29,11.86,34.85,13.1651077,1947,524,1397,257,14,0.6311258,1.34375,4042,445.5,40.5,1.42453992,1.35,1797,279.5,18,0.8625765,1.35,1235,519.5,12.375,1.278099,1.35,1976,618,19.8,1.95753336,1.3625,1235,1025,12.375,3.238285,1.3625,78.75001,1.55,1.55,99.80917
09/07/2026 14:42:29,15.62,21.88,17.19,1.56,0,6.25,1.56,0,15.62,12.5,17.19,15.62,10.42,21.88,12.6606941,2920,454,1797,780,18,2.57850766,1.31875,1797,331,18,1.05560327,1.31875,4042,196,40.5,0.6241366,1.31875,1797,105,18,0.260885328,1.31875,4042,667.5,40.5,2.29791522,1.33125,4042,647,40.5,2.07875443,1.34375,78.75001,1.55,1.55,99.80913
09/07/2026 14:42:31,3.12,0,27.69,0,0,0,35.94,26.56,1.56,6.25,3.12,6.25,9.21,35.94,12.2654238,1943,410,1255,53,14,0.139864892,1.35625,1397,620.5,14,2.20035887,1.35625,1397,47.5,14,0.11024572,1.3625,4042,1369.5,40.5,4.79881144,1.36875,1770,162,18,0.604829431,1.36875,1797,210.5,18,0.644729555,1.36875,79.875,1.55,1.55,99.809166
09/07/2026 14:42:33,6.25,2.94,3.12,0,37.5,48.44,3.12,7.81,0,4.41,3.12,12.5,10.77,48.44,12.2596035,2772,437,1797,157,18,0.471647143,1.34375,4042,110.5,40.5,0.299907744,1.34375,4042,1720.5,40.5,5.75335455,1.3625,1457,195.5,18,0.7091292,1.3625,3499,65.5,40.5,0.231639832,1.3625,1797,374.5,18,1.203725,1.3625,78.87501,1.55,1.55,99.80917
09/07/2026 14:42:35,9.38,4.69,10.94,34.38,0,0,14.06,3.12,14.06,20.31,15.62,4.69,10.94,34.38,11.9278545,2822,392,1797,144,18,0.4554741,1.3625,1797,774,18,2.84376669,1.3625,3506,22,40.5,0.0479059219,1.3625,1797,256,18,0.9422119,1.3625,4017,757,40.25,2.64999175,1.35,4017,397.5,40.25,1.34013832,1.35,78.75001,1.55,1.55,99.80923
09/07/2026 14:42:37,10.77,16.92,27.69,13.85,10.77,15.38,29.23,6.15,10.77,16.92,16.92,13.85,15.77,29.23,14.7515011,2545,597,4042,495,40.5,1.51092982,1.3625,1797,794,18,2.422327,1.36875,1797,430,18,1.3275938,1.36875,1797,591.5,18,2.023259,1.36875,1797,621,18,1.8880806,1.36875,4042,649.5,40.5,1.77364314,1.36875,79.25,1.55,1.55,99.80916
09/07/2026 14:42:39,14.06,7.81,15.62,1.56,7.81,3.03,31.25,31.25,17.19,20.9,17.19,4.69,14.36,31.25,14.4832058,2345,584,1797,407,18,1.17440045,1.3375,4042,392,40.5,1.20344925,1.3375,4042,246,40.5,0.533156633,1.3375,1397,1190,14,3.96706057,1.33125,1397,786.5,14,2.33867121,1.33125,1397,482.5,14,1.37444484,1.33125,79.75,1.55,1.55,99.80921
09/07/2026 14:42:41,3.08,0,0,11.94,0,3.08,12.31,46.15,3.08,7.69,6.15,16.92,9.2,46.15,11.8334618,1867,381,1004,26.5,14,0.06784868,1.34375,1397,281.5,14,0.96414566,1.34375,1165,80.5,14,0.2599946,1.34375,1797,1275,18,4.45574474,1.34375,4042,208.5,40.5,0.704773843,1.30625,1797,416.5,18,1.49226308,1.30625,79,1.55,1.55,99.8092041
09/07/2026 14:42:43,9.23,3.12,35.38,15.38,1.54,3.12,20,6.15,4.62,4.62,20,16.92,11.67,35.38,12.1072273,2239,425,1235,89.5,12.375,0.344469726,1.34375,1235,933.5,12.375,3.30382,1.34375,1235,47,12.375,0.116681233,1.3625,4042,533.5,40.5,1.72472763,1.3625,3888,204,40.5,0.6011195,1.35625,1797,744.5,18,2.48530221,1.35625,78.62501,1.55,1.55,99.80917
09/07/2026 14:42:45,4.62,0,7.69,21.54,18.06,0,12.31,16.92,9.23,3.08,12.86,20,10.52,21.54,11.8302774,2780,407,959,26,12.375,0.06010836,1.3375,1797,483,18,1.51151526,1.3375,4042,388,40.5,1.40074563,1.34375,4042,562,40.5,1.9184581,1.34375,4042,289,40.5,0.959417641,1.35,1797,692.5,18,2.45157671,1.36875,78.75001,1.55,1.55,99.809166
09/07/2026 14:42:47,3.12,4.69,23.44,48.44,3.12,7.81,35.94,68.75,1.56,4.69,6.25,12.5,18.36,68.75,16.3125629,2884,666,1581,100,18,0.314667374,1.34375,4042,981,40.5,3.35604429,1.34375,4042,169.5,40.5,0.687944651,1.34375,1797,2215,18,6.48432875,1.34375,1797,150,18,0.4680948,1.35,4042,382,40.5,1.02765214,1.35,80,1.55,1.55,99.80917
09/07/2026 14:42:49,25.4,29.51,16.39,45.9,9.84,6.56,28.57,34.92,19.05,12.7,6.35,7.94,20.26,45.9,17.389595,1871,790,1397,955.5,14,2.56678271,1.35625,1397,989,14,2.9866,1.35625,1397,277,14,0.778158963,1.3625,4017,1438.5,40.25,3.96641159,1.35625,1785,724,17.88889,2.071374,1.35625,1235,354.5,12.375,0.901347756,1.35625,80.75,1.55,1.55,99.80914
09/07/2026 14:42:51,0,18.75,6.25,9.38,9.09,25,18.75,9.38,3.12,6.25,6.25,7.81,10,25,11.8561649,2450,391,1797,400.5,18,1.48162949,1.34375,1797,362,18,1.26451838,1.35,4042,713,40.5,2.357361,1.35,1397,501,14,1.85040355,1.3375,1625,143.5,18,0.494965941,1.3375,4042,226,40.5,0.801598251,1.3375,79.625,1.55,1.55,99.80915
09/07/2026 14:42:53,15.62,7.81,4.69,17.74,9.68,15.87,7.81,0,4.69,15.62,3.08,15.62,9.85,17.74,11.6826086,2038,394,1397,353,14,1.1254735,1.35625,1397,413.5,14,1.34752727,1.35625,1797,559,18,2.01689029,1.3625,1797,178.5,18,0.6446547,1.3625,4042,448,40.5,1.50860667,1.3625,1797,409,18,1.45334113,1.3625,78.87501,1.55,1.55,99.809166
09/07/2026 14:42:55,6.15,7.69,27.69,7.69,1.54,1.54,7.69,7.81,10.77,13.85,12.31,40,12.06,40,11.8936434,2545,414,1797,233.5,18,0.7603657,1.33125,4042,698,40.5,2.30473542,1.3375,1797,50.5,18,0.10391365,1.33125,1797,207,18,0.695731,1.33125,1797,345,18,1.21961582,1.33125,4042,948.5,40.5,3.259125,1.33125,79,1.55,1.55,99.80923
09/07/2026 14:42:57,1.54,1.56,26.15,12.31,6.25,4.69,40,12.31,9.23,13.85,13.85,13.85,12.96,40,11.7461147,1889,383,1126,36.5,14,0.08594262,1.35,1397,592,14,2.03844285,1.35,1177,20.5,14,0.0422944576,1.3625,4042,836,40.5,2.98844337,1.36875,1797,387,18,1.48772788,1.36875,1797,426.5,18,1.50999653,1.36875,79.125,1.55,1.55,99.809166
09/07/2026 14:42:59,4.69,1.56,10.94,3.12,7.81,25,17.19,14.06,20.31,28.12,12.5,3.12,12.37,28.12,12.4136887,4042,430,4042,49,40.5,0.121439077,1.34375,4042,224.5,40.5,0.700900257,1.34375,4042,590,40.5,2.07895947,1.34375,4042,485.5,40.5,1.68705916,1.34375,4042,879,40.5,3.12222481,1.34375,4042,351.5,40.5,1.22019589,1.35,79.625,1.55,1.55,99.80918
09/07/2026 14:43:01,7.94,7.94,0,14.29,0,0,1.59,47.62,7.94,20.63,0,0,8.99,47.62,12.02545,3294,407,4042,323.5,40.5,1.108478,1.33125,1797,337,18,1.15896785,1.33125,4042,41.5,40.5,0.107673347,1.33125,4042,1104.5,40.5,3.92761254,1.34375,1797,554.5,18,1.99783063,1.34375,4042,81,40.5,0.242968231,1.34375,79.875,1.55,1.55,99.80917
09/07/2026 14:43:03,7.69,3.08,23.08,4.62,1.54,1.54,9.23,60,6.15,12.31,6.15,3.08,11.54,60,11.7281294,2729,391,3244,35,40.5,0.08506034,1.35625,4042,535.5,40.5,1.82094,1.3125,1452,19.5,18,0.04451353,1.3125,1797,1246,18,4.51255369,1.3125,1797,384,18,1.40890121,1.3125,4042,125,40.5,0.306473166,1.3125,79.375,1.55,1.55,99.80923
09/07/2026 14:43:05,6.35,3.17,1.59,1.59,11.11,4.76,6.35,58.73,7.94,6.35,15.87,9.52,11.11,58.73,13.3670464,2920,495,1797,214,18,0.614896834,1.33125,1797,159,18,0.438658684,1.3375,4042,380,40.5,1.14447534,1.3375,1797,1357.5,18,4.894269,1.3375,4042,383.5,40.5,1.10869062,1.3375,4042,476,40.5,1.47920477,1.3375,79.125,1.55,1.55,99.80921
09/07/2026 14:43:07,21.54,20.31,7.58,4.55,18.46,9.23,20,3.03,23.44,28.79,12.31,23.08,16.03,28.79,12.04622,3278,400,3951,372,40.5,1.197542,1.375,4042,97,40.5,0.312190771,1.375,4042,318.5,40.5,1.24101925,1.375,4042,306.5,40.5,1.06681967,1.375,1797,908.5,18,3.22302818,1.375,1797,399.5,18,1.36713874,1.3625,79.125,1.55,1.55,99.80921
09/07/2026 14:43:09,1.59,7.94,0,0,4.76,0,17.46,12.9,3.17,19.05,4.76,34.92,8.88,34.92,11.7629776,2524,383,1666,211,18,0.6767309,1.35625,1797,35,18,0.0742632747,1.35625,4042,136.5,40.5,0.483847618,1.35625,4042,599,40.5,2.22918844,1.375,1797,489.5,18,1.79331577,1.375,1797,829.5,18,2.8943274,1.375,80.375,1.55,1.55,99.80916
09/07/2026 14:43:11,3.08,1.56,31.25,0,0,3.17,50.77,27.69,6.15,0,3.23,4.62,10.96,50.77,11.6753092,2688,389,1240,32,14,0.08131635,1.35625,1397,610,14,2.16789722,1.35625,1525,22.5,18,0.0512098148,1.35,4042,1548.5,40.5,5.57288456,1.3625,3884,32,40.5,0.0749183744,1.3625,4042,86.5,40.5,0.231562838,1.375,79.625,1.55,1.55,99.80922
09/07/2026 14:43:13,3.08,1.67,4.62,98.46,0,1.54,4.62,3.12,1.56,1.67,0,1.54,10.16,98.46,11.5890894,2804,404,1797,70.5,18,0.147280559,1.3375,4042,2103,40.5,7.51094437,1.3375,1698,26.5,18,0.0603702441,1.3375,3836,156,40.5,0.507493734,1.35625,4042,40,40.5,0.08812508,1.325,1411,27,18,0.06746605,1.325,78.87501,1.55,1.55,99.80923
09/07/2026 14:43:15,3.17,7.94,9.52,1.59,38.1,6.35,33.33,6.35,3.17,8.2,3.39,12.7,11.15,38.1,13.0297756,3668,494,4042,305,40.5,0.869445264,1.325,4042,221,40.5,0.5271697,1.325,1797,859.5,18,2.84232068,1.34375,4042,841.5,40.5,2.802339,1.3375,4042,291,40.5,0.920244038,1.3375,4042,444,40.5,1.40737629,1.35625,78.50001,1.55,1.55,99.8092041
09/07/2026 14:43:17,35.38,15.38,18.46,40,21.54,30.77,33.85,38.46,23.08,12.31,26.15,35.38,27.56,40,16.4637413,1971,696,1797,375.5,18,1.038825,1.34375,1797,562.5,18,1.92613888,1.34375,4042,766,40.5,2.07118654,1.35,1397,1122.5,14,3.31880379,1.35,1397,471.5,14,1.41837943,1.35,1397,878.5,14,2.69169474,1.35,79.25,1.55,1.55,99.80923
09/07/2026 14:43:19,4.76,6.35,23.81,57.14,9.52,12.28,46.03,40.62,3.17,4.69,1.59,0,17.5,57.14,16.0098782,2428,671,1235,260.5,12.375,0.7441421,1.35625,4042,1348.5,40.5,4.153487,1.35625,1797,354.5,18,1.18325877,1.3625,1797,1771,18,5.14807224,1.3625,3942,227.5,39.5,0.6419988,1.3,1752,62,17.5555553,0.120995805,1.3,80.25,1.55,1.55,99.809166
09/07/2026 14:43:21,1.56,1.54,6.25,0,38.24,0,15.62,25,1.56,4.41,4.69,6.25,8.76,38.24,11.7306767,2387,394,1648,38.5,19.8,0.11384888,1.35625,1397,162.5,14,0.542778134,1.35625,1397,876.5,14,3.108885,1.35625,4042,937.5,40.5,3.32257867,1.35625,1797,171.5,18,0.555212855,1.3625,4042,174.5,40.5,0.603775263,1.3625,79.375,1.55,1.55,99.8092041
09/07/2026 14:43:23,6.25,7.81,21.88,6.25,0,20.63,21.88,1.59,9.52,17.19,3.12,1.56,9.81,21.88,11.7382679,2041,404,1797,184,18,0.607131839,1.3375,1797,582,18,2.08843279,1.3375,4042,537.5,40.5,1.84583414,1.3625,1976,510,19.8,1.86541331,1.3625,1235,485.5,12.375,1.64984679,1.3625,1397,126,14,0.3567483,1.35625,78.62501,1.55,1.55,99.809166
09/07/2026 14:43:25,6.35,14.29,14.29,7.94,26.98,18.03,15.87,4.69,22.22,20.55,11.11,12.9,14.6,26.98,14.4005613,3294,609,4042,459,40.5,1.24910307,1.3375,4042,476.5,40.5,1.33280456,1.34375,1797,900,18,2.862895,1.34375,4042,373,40.5,0.9621904,1.34375,4042,960.5,40.5,3.03355479,1.3375,1797,483,18,1.32805967,1.3375,78.37501,1.55,1.55,99.809166
09/07/2026 14:43:27,1.59,0,0,0,14.08,5.71,1.59,1.59,17.46,18.03,23.81,23.81,8.97,23.81,11.8365345,2831,400,1667,48.5,18,0.119904086,1.3375,1419,88.5,18,0.21759516,1.3375,4042,520,40.5,1.77642512,1.3375,1772,55,18,0.1578737,1.3375,4042,657,40.5,2.37460232,1.3375,4042,1033.5,40.5,3.660596,1.34375,78.50001,1.55,1.55,99.80921
09/07/2026 14:43:29,9.38,14.06,6.35,16.13,0,0,35.94,0,3.12,15.15,0,3.12,8.6,35.94,11.7542076,2316,404,1397,560.5,14,1.78571284,1.35625,1397,497,14,1.69046652,1.35625,1286,25,14,0.0544308,1.35625,4042,776,40.5,2.8685112,1.3625,4042,471.5,40.5,1.66470349,1.34375,1732,94.5,18,0.298856437,1.34375,78.50001,1.55,1.55,99.80913
09/07/2026 14:43:31,20.31,12.31,9.38,3.12,7.81,46.15,6.25,1.59,6.15,14.06,6.25,11.11,12.04,46.15,12.6223888,2545,469,1797,531.5,18,1.63371968,1.35625,1797,229,18,0.6977793,1.35625,4042,1156,40.5,3.98317719,1.36875,1797,93.5,18,0.240973726,1.36875,4042,536.5,40.5,1.63629138,1.3625,1797,265.5,18,0.889590144,1.3625,78.25001,1.55,1.55,99.8092
09/07/2026 14:43:33,4.62,4.41,10.77,2.94,12.31,30.77,12.31,15.38,10.77,26.15,12.31,13.85,13.05,30.77,11.623704,1533,392,1397,124.5,14,0.334926277,0.75,1397,251,14,0.717856765,0.75,1797,737,18,2.581018,1.325,1235,467.5,12.375,1.71300542,1.325,1976,478.5,19.8,1.556565,1.325,1397,292.5,14,1.02156806,1.33125,78.25001,1.55,1.55,99.80921
09/07/2026 14:43:35,0,0,1.56,0,21.54,0,31.25,5.36,1.79,28.57,5.26,18.75,9.51,31.25,11.78107,3143,387,1349,57.5,18,0.06938545,1.325,1343,83.5,18,0.203376263,1.35625,4042,498,40.5,1.76993489,1.35625,4042,683.5,40.5,2.54582715,1.35625,4042,552,40.5,2.06654334,1.35625,4042,448.5,40.5,1.59584236,1.35625,78.87501,1.55,1.55,99.80924
09/07/2026 14:43:37,10.77,4.62,23.08,0,1.54,4.69,33.85,0,6.15,14.29,23.53,4.76,10.61,33.85,12.1116419,2514,396,1797,197,18,0.661283135,1.3375,4042,385,40.5,1.15488064,1.3375,1609,116,18,0.389867663,1.325,4042,769.5,40.5,2.8372705,1.325,1797,289,18,1.18726993,1.34375,1797,618.5,18,2.196136,1.34375,78.75001,1.55,1.55,99.80922
09/07/2026 14:43:39,1.59,0,15.62,15.38,4.55,1.52,26.98,26.98,6.35,13.85,4.76,3.17,10.06,26.98,11.9284916,2427,389,1330,26,18,0.0663349554,1.3375,1797,617,18,2.16975451,1.3375,4042,87.5,40.5,0.2735013,1.3375,4042,1138,40.5,4.19027567,1.3625,1797,370.5,18,1.32009029,1.3625,1555,95,18,0.236324877,1.3625,78.87501,1.55,1.55,99.8092041
09/07/2026 14:43:41,28.12,9.21,17.91,5.26,15.62,15.62,23.44,34.38,15.62,10.45,34.38,17.19,18.93,34.38,13.1797171,2104,489,1397,441.5,14,1.378321,1.35,1797,348.5,18,1.07193184,1.35625,1797,240,18,0.8579277,1.36875,4042,922,40.5,3.1421814,1.36875,1797,326.5,18,1.033332,1.36875,1797,654.5,18,2.14610243,1.36875,78.37501,1.55,1.55,99.809166
09/07/2026 14:43:43,3.08,3.45,3.08,6.15,0,0,6.15,1.79,7.69,21.54,44.62,24.62,10.18,44.62,11.8789415,2488,401,1593,120.5,18,0.318695873,1.325,4042,185.5,40.5,0.508194864,1.31875,1658,28,18,0.06790403,1.3375,1797,110,18,0.340002626,1.3375,1797,544.5,18,1.97309256,1.3375,4042,1417,40.5,4.93863535,1.3375,78.37501,1.55,1.55,99.8092346
09/07/2026 14:43:45,1.56,0,0,0,16.13,0,3.12,75,0,9.38,0,0,8.77,75,11.8305483,2243,389,1065,22.5,14,0.0562764257,1.35625,1114,19.5,14,0.04448343,1.35625,1397,348.5,14,1.22127664,1.35625,4042,1682,40.5,6.17147732,1.35625,1797,220.5,18,0.80128,1.375,4042,38.5,40.5,0.0800433457,1.375,79,1.55,1.55,99.8092
09/07/2026 14:43:47,3.17,4.76,26.98,41.27,22.22,11.11,42.86,47.62,14.29,12.7,3.17,0,19.18,47.62,16.6699657,2314,672,1683,111.5,18,0.31600076,1.3375,4042,993.5,40.5,3.35835147,1.3375,4042,563.5,40.5,1.717617,1.34375,1397,1728,14,5.37425375,1.34375,1397,559.5,14,1.64656353,1.34375,1325,76.5,14,0.240093321,1.34375,80.375,1.55,1.55,99.80919
09/07/2026 14:43:49,10.94,34.38,21.88,32.81,15.62,7.81,25,15.62,4.69,12.5,9.38,9.38,16.67,34.38,15.3331242,2412,591,1397,956.5,14,3.12915373,1.325,1397,674.5,14,2.28329754,1.325,4042,362.5,40.5,1.23194146,1.325,1797,836.5,18,2.57338977,1.3375,4042,342,40.5,1.08662534,1.3375,1797,373,18,1.163836,1.3375,79.875,1.55,1.55,99.80914
09/07/2026 14:43:51,6.35,0,52.38,6.35,10.94,7.94,6.35,3.12,6.25,14.29,31.75,6.35,12.67,52.38,13.2099781,2511,497,1976,197,19.8,0.4918854,1.33125,1976,1105,19.8,3.809815,1.29375,1235,327.5,12.375,0.9313243,1.29375,1797,154.5,18,0.4245766,1.29375,4042,475,40.5,1.60937214,1.29375,4042,723.5,40.5,2.27848125,1.29375,79.375,1.55,1.55,99.80922
09/07/2026 14:43:53,3.12,1.56,0,0,4.69,0,17.19,14.06,1.56,21.21,3.12,39.06,8.8,39.06,12.0890808,3088,408,1628,147,18,0.4473699,1.375,2979,22.5,40.5,0.05707843,1.375,1797,139.5,18,0.446408153,1.375,4042,726.5,40.5,2.41721,1.375,4042,494,40.5,1.77191281,1.35,4042,921.5,40.5,3.34625363,1.35,79.5,1.55,1.55,99.80923
09/07/2026 14:43:55,14.06,10.77,10.94,18.75,3.12,3.08,10.94,3.08,3.12,10.94,30.77,7.81,10.61,30.77,11.9133806,4042,405,4042,472.5,40.5,1.52289534,1.325,4042,509,40.5,1.78828466,1.325,4042,32.5,40.5,0.0650920346,1.325,4042,252,40.5,0.8322043,1.325,4042,349.5,40.5,1.17848384,1.33125,4042,816.5,40.5,2.939486,1.3375,78.87501,1.55,1.55,99.80921
09/07/2026 14:43:57,6.25,5.08,6.9,5.08,18.75,3.08,39.06,12.5,4.69,16.36,21.88,12.5,12.68,39.06,12.7715025,2920,474,1797,258.5,18,0.7673907,1.35,1797,162.5,18,0.4278288,1.35,4042,461.5,40.5,1.53709853,1.35,4042,941,40.5,3.2604003,1.35,1797,321.5,18,1.06149757,1.35,4042,702,40.5,2.217796,1.34375,78.62501,1.55,1.55,99.80921
09/07/2026 14:43:59,4.62,16.92,12.31,4.62,9.23,13.85,18.46,3.12,4.62,23.08,20,21.54,12.7,23.08,12.992197,2545,487,1797,503.5,18,1.52165043,1.33125,1797,381,18,1.14214885,1.33125,4042,351,40.5,1.0056473,1.33125,1797,381.5,18,1.37604892,1.33125,1797,542.5,18,1.80267978,1.33125,4042,760,40.5,2.460851,1.34375,78.25001,1.55,1.55,99.80919
09/07/2026 14:44:01,18.75,6.15,14.06,9.38,4.69,7.81,1.56,1.52,7.81,12.5,25,12.5,10.14,25,12.4954948,3294,440,4042,426.5,40.5,1.44037485,1.3375,1797,556,18,1.79977012,1.35625,4042,247.5,40.5,0.7637648,1.35625,4042,129,40.5,0.362499923,1.35625,4042,460.5,40.5,1.47814047,1.35625,1797,818,18,2.83933353,1.35,78.50001,1.55,1.55,99.80918
09/07/2026 14:44:03,9.09,19.7,3.03,3.08,6.06,4.55,56.06,4.55,1.52,13.64,9.09,4.55,11.24,56.06,11.8639154,2471,388,4042,569,40.5,1.87900972,1.34375,1414,19,18,0.0461277254,1.34375,1732,109,18,0.300478965,1.34375,1797,1062,18,4.02404451,1.34375,1797,348.5,18,1.30460012,1.34375,4042,217.5,40.5,0.6779344,1.34375,78.75001,1.55,1.55,99.80924
09/07/2026 14:44:05,17.19,18.75,0,1.59,1.56,14.06,12.5,0,12.5,25,1.56,3.12,8.99,25,11.58076,2004,382,1397,726.5,14,2.560311,1.31875,1197,51.5,14,0.153959945,1.31875,1797,289.5,18,1.02674985,1.325,4042,358,40.5,1.20473552,1.35625,1797,748.5,18,2.79503655,1.35625,1797,117,18,0.380870819,1.35625,78.75001,1.55,1.55,99.8091354
09/07/2026 14:44:07,12.5,7.69,10.94,12.31,10.94,10.94,50,28.12,17.19,23.44,21.88,18.75,18.72,50,15.0012112,2545,632,1797,376,18,0.9783674,1.325,1797,276,18,0.6772718,1.325,4042,398.5,40.5,0.9826501,1.325,1797,1495,18,5.132679,1.33125,4042,485,40.5,1.517757,1.33125,1797,760.5,18,2.15312743,1.33125,79.625,1.55,1.55,99.80919
09/07/2026 14:44:09,15.15,1.54,7.94,10.77,4.62,16.67,10.61,22.73,27.69,21.21,15.15,9.23,13.61,27.69,11.97685,2920,401,1797,175,18,0.589214,1.3375,1797,327,18,1.194813,1.3375,4042,386,40.5,1.35516489,1.35,4042,528,40.5,1.93343186,1.35,1797,534.5,18,1.814429,1.35,4042,454.5,40.5,1.57121944,1.35625,79.25,1.55,1.55,99.80917
09/07/2026 14:44:11,6.25,7.81,1.56,3.23,4.76,8.06,14.06,4.69,14.06,26.56,40,7.81,11.57,40,12.032012,2670,415,1397,109.5,14,0.415456,1.3375,1103,62.5,14,0.18422088,1.3375,1397,140.5,14,0.4261098,1.3375,4042,321,40.5,1.07953262,1.34375,4042,925.5,40.5,3.118017,1.34375,4042,931,40.5,3.19756985,1.34375,78.87501,1.55,1.55,99.80914
09/07/2026 14:44:13,6.15,1.54,9.23,9.23,1.54,1.54,9.23,4.62,10.77,29.23,20,33.85,11.41,33.85,12.0937424,3199,419,3475,59,40.5,0.143847525,1.35625,1797,301,18,1.00574863,1.35625,1797,58.5,18,0.162412912,1.35625,4042,223,40.5,0.7468532,1.35625,4042,679,40.5,2.25453234,1.35625,4042,1193,40.5,4.16195869,1.35625,78.50001,1.55,1.55,99.8092
09/07/2026 14:44:15,0,3.23,0,0,6.35,1.59,31.75,1.59,9.52,11.11,33.33,11.29,9.15,33.33,11.8214436,1865,390,1168,40.5,14,0.23440361,1.35625,987,20,14,0.04979665,1.35625,1397,188,14,0.6355788,1.35625,1797,675.5,18,2.45193434,1.35625,4042,469,40.5,1.504974,1.35625,1797,949.5,18,3.36733937,1.34375,78.12501,1.55,1.55,99.80915
09/07/2026 14:44:17,21.54,21.54,26.15,41.54,12.5,9.23,26.15,15.38,12.31,16.92,30.77,40,22.84,41.54,17.8188858,2107,816,1235,704,12.375,1.93056929,1.35,1976,1005.5,19.8,2.94109559,1.35,1797,530.5,18,1.43856287,1.34375,1797,730.5,18,1.89619482,1.34375,1797,666.5,18,1.85505462,1.34375,4042,1257.5,40.5,3.5933497,1.34375,79.375,1.55,1.55,99.80918
